,review_rate,review_body
4464,50,"Ficamos surpresos com a qualidade, atendimento e com o ambiente. Música ótima, tocando num volume muito agradável. Comida excelente e com perfeita apresentação. Achei fora de propósito a carta de vinhos e da próxima vez levaria meu proprio vinho (rolha livre até quinta, 30.00 no fim de semana). Meu marido pediu um bacalhau que ele amou e minha carne também estava perfeita. 2 pratos/3 coquetéis/1 sobremesa/1 café +serviço= 250,00. nao é barato, especialmente considerando que nao tomamos vinho, mas eu certamente voltaria em uma ocasião especial. obrigada a Eduarda pelo excelente atendimento."
4465,50,"Restaurante aconchegante, com um cardápio diferenciado e de muita qualidade, um sabor divino e único. Atendimento excelente também. Sem duvidas um lugar para sempre voltar."
4466,50,Local muito agradável e sempre bem decorado. Ótima localização. Atendimento teve uma grande melhora nos últimos tempos (estão com uma equipe mais fixa). Em feriados e finais de semana o ideal é fazer reserva. O cardápio apresenta excelentes opções! A carta de vinhos é razoável. Não se deve ir com pressa... vá com tempo e aproveite! O preço é justo. 
4467,50,"Na primeira visita há alguns poucos anos, fomos decepcionados por um serviço desatento, demorado e um ambiente morno. Desta vez em uma noite de terça feira (!), a dois, fomos atendidos prontamente, garçom e gerente se movendo rapidamente. Couvert delicioso, sem custo, e rápido. Entradas em 10 minutos, e prato principal em menos de 30 minutos (previstos 40)! E comida muito boa e suficiente para um jantar! Não faltou nada. Excelente."
4468,50,"Cardápio maravilhoso, local aconchegante e atendimento ótimo. Um lugar perfeito para um jantar romântico... "
4469,50,"Já fui algumas vezes no Polaroid e nas duas últimas vezes tinha me decepcionado com os pratos, mas principalmente com a demora para ser servido (1h ou mais desde o pedido até o prato na mesa). Mesmo assim resolvi voltar pq sabia que a comida era de alta qualidade.Nessa última visita tudo foi perfeito. Desde a entrada saborosa, passando pela sangria muito gostosa (creio que a jarra tenha capacidade pra 1,5 L e serve umas 4 pessoas) até chegar aos pratos principais excelentes e vieram rápido à mesa. Quanto ao restaurante em si, é muito bonito e aconchegante. Garçons muito educados e prestativos. É fácil achar vaga pra estacionar na frente do restaurante. O preço é um pouco salgado, mas condizente com a sofisticação do local. Enfim, recomendadíssimo"
4470,40,"Muito bem localizado, fácil estacionar!Local estiloso, aconchegante de bom gosto.Lembra um pub inglês .Cardápio diferenciado, pratos cuidadosamente elaborados , saborosos e de bom gosto.Preço um pouco acima dos demais, masvale pelo que entrega.Precisa treinar melhor os garçons."
4471,50,"Sempre muito bom!!! Ótimo atendimento, comida maravilhosa da entrada até sobremesa e fã do grand gateau!! "
4472,50,"Realmente não é um restaurante barato, mas vale a visita!!! Ótimo atendimento, ambiente muito bonito, e claro, o principal, a comida é maravilhosa!! Ideal para casais!"
4473,50,"Padrão alto, comida excelente, pratos vem todos juntos, ponto da carne excelente ambiente agradável, sobremesa uma deu P 3 Pois já estávamos satisfeitos mas eh muito gostosa com empratamento bonito! "
4474,40,"Local aconchegante em Toledo, diferente dos demais, quase destaque, mas demorado em serviços. Fácil acesso."
4475,40,"Somos clientes assíduos em razão do atendimento, cardápio variado sem ser extenso, com preço justo dentro da sua categoria. Durante a semana, até quinta-feira, proporciona ao cliente levar o seu vinho sem cobrança da taxa de ""rolha"". Seus pratos são bem elaborados e de paladar refinado. Estão sempre com uma entrada diferente, inclusive proporcionando um mimo aos clientes para divulgar novas criações. Staff de recepção e atendimento muito atenciosos."
4476,50,"Ambiente acolhedor, música e iluminação agradável e comida deliciosa! Excelente opção para um jatar a dois. Ou para beber vinhos com os amigos!"
4477,20,"Bom restaurante, ambiente aconchegante, mas 1h20 para servir um prato relativamente simples... Não volto mais..."
4478,50,"Cardápio maravilhoso, local aconchegante e atendimento ótimo. Um lugar perfeito para um jantar romântico... "
4479,50,"Já fui algumas vezes no Polaroid e nas duas últimas vezes tinha me decepcionado com os pratos, mas principalmente com a demora para ser servido (1h ou mais desde o pedido até o prato na mesa). Mesmo assim resolvi voltar pq sabia que a comida era de alta qualidade.Nessa última visita tudo foi perfeito. Desde a entrada saborosa, passando pela sangria muito gostosa (creio que a jarra tenha capacidade pra 1,5 L e serve umas 4 pessoas) até chegar aos pratos principais excelentes e vieram rápido à mesa. Quanto ao restaurante em si, é muito bonito e aconchegante. Garçons muito educados e prestativos. É fácil achar vaga pra estacionar na frente do restaurante. O preço é um pouco salgado, mas condizente com a sofisticação do local. Enfim, recomendadíssimo"
4480,40,"Muito bem localizado, fácil estacionar!Local estiloso, aconchegante de bom gosto.Lembra um pub inglês .Cardápio diferenciado, pratos cuidadosamente elaborados , saborosos e de bom gosto.Preço um pouco acima dos demais, masvale pelo que entrega.Precisa treinar melhor os garçons."
4481,50,"Sempre muito bom!!! Ótimo atendimento, comida maravilhosa da entrada até sobremesa e fã do grand gateau!! "
4482,50,"Realmente não é um restaurante barato, mas vale a visita!!! Ótimo atendimento, ambiente muito bonito, e claro, o principal, a comida é maravilhosa!! Ideal para casais!"
4483,50,"Padrão alto, comida excelente, pratos vem todos juntos, ponto da carne excelente ambiente agradável, sobremesa uma deu P 3 Pois já estávamos satisfeitos mas eh muito gostosa com empratamento bonito! "
4484,40,"Local aconchegante em Toledo, diferente dos demais, quase destaque, mas demorado em serviços. Fácil acesso."
4485,40,"Somos clientes assíduos em razão do atendimento, cardápio variado sem ser extenso, com preço justo dentro da sua categoria. Durante a semana, até quinta-feira, proporciona ao cliente levar o seu vinho sem cobrança da taxa de ""rolha"". Seus pratos são bem elaborados e de paladar refinado. Estão sempre com uma entrada diferente, inclusive proporcionando um mimo aos clientes para divulgar novas criações. Staff de recepção e atendimento muito atenciosos."
4486,50,"Ambiente acolhedor, música e iluminação agradável e comida deliciosa! Excelente opção para um jatar a dois. Ou para beber vinhos com os amigos!"
4487,20,"Bom restaurante, ambiente aconchegante, mas 1h20 para servir um prato relativamente simples... Não volto mais..."
4488,20,"Lugar agradável, boa música, bom vinho um bom cardápio, mas infelizmente após a demora 1:30 o entrecôte estava duro."
4489,50,"Ambiente elegante, combinação de elegante e clássico, atendimento impecável, e muito atenciosos com pessoas com restrições alimentares"
4490,30,"Ambiente agradável, grande variedade de bebidas. Atendimento muito padronizado, comida razoável. Praticamente não há opções para intolerantes a lactose. "
4491,50,"Esse restaurante surpreendeu bastante meu marido, meu filho e eu. Gostamos muito do ambiente, do serviço e das opções no menu. Com certeza vamos voltar para experimentar vários pratos que constam no cardápio. Pedimos Costela assada lentamente no vinho malbec, Filet Mignon grelhado servido com batata rosti recheada com queijo cottage, Risoto com camarão e Souflé de chocolate maravilhoso."
4492,50,"Visito Toledo há vários anos e já tinha ouvido falar do restaurante. Desta vez resolvemos arriscar. O restaurante foi uma grata surpresa. Ambiente charmoso, bom atendimento. A caipirinha de tangerina com pimenta merece nota 10. No cardápio além das descrição dos pratos tem tb as fotos, o que ajuda a aguçar o paladar. Carnes no ponto certo, massas extremamente leves. O creme Brulle de sobremesa foi uma pedida acertada. Única ressalva para a carta de vinhos na modalidade brancos. Por Toledo ser uma cidade quente investiria em mais opções, principalmente nos chilenos. Recomenda-se fazer reserva pois como se trata de um bistrô o restaurante conta com poucas mesas..."
4493,50,"Ambiente aconchegante, cardápio variado de carnes, peixes e massas. Nos pedimos de entrada um trio bruschetta que serve diferentes tipos de bruschettas é um tartar de salmão, o prato principal foi um entrecôte com nhoque e monho de queijo. O atendimento é ótimo, a carta de vinho é boa. Bom lugar! Vale a pena"
4494,50,"Um bom lugar para finalizar uma reunião. Os parceiros vieram de São Paulo segunda-feira e uma ótima idéia é contar com o Polaroid aberto. O peixe branco estava perfeito, somente o Rizoto de alho-poró estava um pouco exagerado de sal, mas a cerveja gelada ajudou. Fui elogiado pela escolha, e tanto o espaço como a comida agradaram. "
4495,40,"a comida é otima, o ambiente acolhedor, ideal para momentos romanticos e ir com amigos, porem evito ir devido a demora para sairem os pratos, chegando a ultrapassar 1 hora a mais de espera..."
4496,40,"O atendimento é bom, ambiente bem aconchegante. O cardápio é refinado, porém quando fomos os pratos demoraram para sair, apesar de sermos os únicos clientes naquele momento."
4497,50,"Pensa num restaurante top, é este. Decoração fantástica, atendimento muito bom e comida sensacional. O único problema: é pequeno. Se quiser ir, reserve antes. O preço é acima da média mas vale a pena. 100℅ indicado."
4498,20,"Lugar agradável, boa música, bom vinho um bom cardápio, mas infelizmente após a demora 1:30 o entrecôte estava duro."
4499,50,"Ambiente elegante, combinação de elegante e clássico, atendimento impecável, e muito atenciosos com pessoas com restrições alimentares"
4500,30,"Ambiente agradável, grande variedade de bebidas. Atendimento muito padronizado, comida razoável. Praticamente não há opções para intolerantes a lactose. "
4501,50,"Esse restaurante surpreendeu bastante meu marido, meu filho e eu. Gostamos muito do ambiente, do serviço e das opções no menu. Com certeza vamos voltar para experimentar vários pratos que constam no cardápio. Pedimos Costela assada lentamente no vinho malbec, Filet Mignon grelhado servido com batata rosti recheada com queijo cottage, Risoto com camarão e Souflé de chocolate maravilhoso."
4502,50,"Visito Toledo há vários anos e já tinha ouvido falar do restaurante. Desta vez resolvemos arriscar. O restaurante foi uma grata surpresa. Ambiente charmoso, bom atendimento. A caipirinha de tangerina com pimenta merece nota 10. No cardápio além das descrição dos pratos tem tb as fotos, o que ajuda a aguçar o paladar. Carnes no ponto certo, massas extremamente leves. O creme Brulle de sobremesa foi uma pedida acertada. Única ressalva para a carta de vinhos na modalidade brancos. Por Toledo ser uma cidade quente investiria em mais opções, principalmente nos chilenos. Recomenda-se fazer reserva pois como se trata de um bistrô o restaurante conta com poucas mesas..."
4503,50,"Ambiente aconchegante, cardápio variado de carnes, peixes e massas. Nos pedimos de entrada um trio bruschetta que serve diferentes tipos de bruschettas é um tartar de salmão, o prato principal foi um entrecôte com nhoque e monho de queijo. O atendimento é ótimo, a carta de vinho é boa. Bom lugar! Vale a pena"
4504,50,"Um bom lugar para finalizar uma reunião. Os parceiros vieram de São Paulo segunda-feira e uma ótima idéia é contar com o Polaroid aberto. O peixe branco estava perfeito, somente o Rizoto de alho-poró estava um pouco exagerado de sal, mas a cerveja gelada ajudou. Fui elogiado pela escolha, e tanto o espaço como a comida agradaram. "
4505,40,"a comida é otima, o ambiente acolhedor, ideal para momentos romanticos e ir com amigos, porem evito ir devido a demora para sairem os pratos, chegando a ultrapassar 1 hora a mais de espera..."
4506,40,"O atendimento é bom, ambiente bem aconchegante. O cardápio é refinado, porém quando fomos os pratos demoraram para sair, apesar de sermos os únicos clientes naquele momento."
4507,50,"Pensa num restaurante top, é este. Decoração fantástica, atendimento muito bom e comida sensacional. O único problema: é pequeno. Se quiser ir, reserve antes. O preço é acima da média mas vale a pena. 100℅ indicado."
4508,50,"Fomos em uma Segunda Feira, local agradabilíssimo, música boa. O garçom foi super atencioso, nos explicou todos os pratos e cervejas artesanais.Pedimos cervejas, 1 entrada, 2 pratos principais e 1 sobremesa (Ganhamos 1 pois estávamos comemorando aniver de casamento), a conta ficou em torno de R$ 250,00.Adorei tudo, super recomendo!!"
4509,50,"O restaurante tem uma decoração lindíssima, minimalista, pratos maravilhosos, drinks de todos os tipos e sobremesas deliciosas. Vale a visita!!"
4510,50,"Excelente!!! Um dos melhores Bistros que já visitei.Cardápio muito bom, ambiente agradável e atraente e o atendimento é outro ponto forte."
4511,50,"Definitivamente, a melhor opção para os viajantes desta cidade. Afinal, não se há muitas opções de um local aconchegante e romantico."
4512,50,Restaurante com ambiente intimista e agradável. Comida deliciosa. Ideal para casais ou grupo de amigos. Não adequado para crianças pequenas. 
4513,40,"Um ambiente agradável, único porém é que as mesas ficam bem próximas umas das outras. Eu pedi o nhoque com entrecorte, o nhoque estava maravilhoso, o melhor que já comi, a carne porém poderia ser mais macia e acho que talvez tenha passado um pouco do ponto, tinha pedido ao ponto...Mas no geral estava muito bom!"
4514,50,"É raro encontrar um bistrô deste nível em uma cidade de interior. O ambiente é muito agradável. Cardápio contemporâneo, ótimas opções. Pedi um ravióli recheado com queijo cottage, maça caramelizada e molho gorgonzola. Estava perfeito. De cortesia serviram de entrada um caldo de batata bar os com espinafre tambėm ótimo. Atendimento bom. Preço justo."
4515,50,"Opçao com cardapio mais diferenciado da cidade. Carnes de boa qualidade, preparo impecavel. Ninguem deve sair sem experimentar as sobremesas."
4516,40,"Às 19h30 o restaurante ainda estava vazio. O movimento aumentou a partir das 20hs.Não tinha reserva, o que não prejudicou a boa recepção e bom atendimento.Ambiente muito agradável.Atendimento muito bom.O cardápio passou por readequação. Há menor variedade de pratos, o que permite excelência no que oferecem.Há opções de carnes, peixes, massas e risotos, todas muito atraentes.Excelente opção em Toledo."
4517,50,"Melhor local para jantar em toledo e regiao! Otima comida, serviço impecável, atendimento maravilhoso! As sobremesas sao imperdíveis! Nota 10! "
4518,50,"Fomos em uma Segunda Feira, local agradabilíssimo, música boa. O garçom foi super atencioso, nos explicou todos os pratos e cervejas artesanais.Pedimos cervejas, 1 entrada, 2 pratos principais e 1 sobremesa (Ganhamos 1 pois estávamos comemorando aniver de casamento), a conta ficou em torno de R$ 250,00.Adorei tudo, super recomendo!!"
4519,50,"O restaurante tem uma decoração lindíssima, minimalista, pratos maravilhosos, drinks de todos os tipos e sobremesas deliciosas. Vale a visita!!"
4520,50,"Excelente!!! Um dos melhores Bistros que já visitei.Cardápio muito bom, ambiente agradável e atraente e o atendimento é outro ponto forte."
4521,50,"Definitivamente, a melhor opção para os viajantes desta cidade. Afinal, não se há muitas opções de um local aconchegante e romantico."
4522,50,Restaurante com ambiente intimista e agradável. Comida deliciosa. Ideal para casais ou grupo de amigos. Não adequado para crianças pequenas. 
4523,40,"Um ambiente agradável, único porém é que as mesas ficam bem próximas umas das outras. Eu pedi o nhoque com entrecorte, o nhoque estava maravilhoso, o melhor que já comi, a carne porém poderia ser mais macia e acho que talvez tenha passado um pouco do ponto, tinha pedido ao ponto...Mas no geral estava muito bom!"
4524,50,"É raro encontrar um bistrô deste nível em uma cidade de interior. O ambiente é muito agradável. Cardápio contemporâneo, ótimas opções. Pedi um ravióli recheado com queijo cottage, maça caramelizada e molho gorgonzola. Estava perfeito. De cortesia serviram de entrada um caldo de batata bar os com espinafre tambėm ótimo. Atendimento bom. Preço justo."
4525,50,"Opçao com cardapio mais diferenciado da cidade. Carnes de boa qualidade, preparo impecavel. Ninguem deve sair sem experimentar as sobremesas."
4526,40,"Às 19h30 o restaurante ainda estava vazio. O movimento aumentou a partir das 20hs.Não tinha reserva, o que não prejudicou a boa recepção e bom atendimento.Ambiente muito agradável.Atendimento muito bom.O cardápio passou por readequação. Há menor variedade de pratos, o que permite excelência no que oferecem.Há opções de carnes, peixes, massas e risotos, todas muito atraentes.Excelente opção em Toledo."
4527,50,"Melhor local para jantar em toledo e regiao! Otima comida, serviço impecável, atendimento maravilhoso! As sobremesas sao imperdíveis! Nota 10! "
4528,50,"Restaurante que superou as expectativas. Chegamos antes de estar aberto, fomos muito bem recebidos e nos ofereceram uma mesa para beber algo até a cozinha abrir.Atendimento ótimo, comida excelente, cardápio bem elaborado.Recomendo"
4529,40,"Lugar agradável e aconchegante. Um pouco corrido e demorado na entrega dos pedidos nos finais de semana, apesar de já passado das 22h. Durante a semana, excepcional. Recomendo a todos de Toledo e região."
4530,40,"Restaurante aconchegante , comida muito boa , lugar p casais , mais oferecem um menu kids , meu filho adora jantar lá , apesar de não ser um local ideal p criança . Comida saborosa , excelente apresentação , só demora um pouco p servir , não pode ir com pressa . "
4531,40,"Do pedido até que os pratos sejam servidos demora um pouco, mas a comida é muito boa! Muito agradável."
4532,50,"Havia reservado uma mesa específica, ao chegar a reserva estava ok, porém em outra mesa. O jantar estava muito bem preparado, achei a cozinha excelente. Os atendentes não sabiam responder as perguntas sobre os pratos, mas foram solícitos em ir perguntar ao chef. Como estávamos comemorando aniversário, a casa nos presenteou com uma sobremesa, achei muito gentil! "
4533,40,"Restaurante muito bom de auto padrão no centro da cidade de Toledo. A comida é boa, mas os pratos são um pouco caros."
4534,50,"Ambiente muito bem decorado e aconchegante, atendimento muito bom, comida espetacular! Diversidade no cardápio . Recomendo a todos! Parabéns ao proprietário"
4535,40,"Todos gentis e prestativos, o lugar é bonito e acolhedor. A comida e excelente. O custo benefício é de categoria média. Duas coisas que dificultam é ligar reservando e veja na maioria das vezes fechado, ai não se sabe ao certo o horário de funcionamento. O estacionamento e em frente e na rua. Eu recomendo!!! "
4536,50,"Eu, particularmente gosto muito! Melhor ainda, se você não for de final de semana, quando normalmente está lotado. Se não gosta de esperar, uma dica!! O atendimento como a comida, são perfeitas!!"
4537,50,"ambiente super aconchegante, bom gosto em todos os detalhes, pratos bem elaborados, bom atendimento e sem extrapolar nos preços"
4538,50,"Restaurante que superou as expectativas. Chegamos antes de estar aberto, fomos muito bem recebidos e nos ofereceram uma mesa para beber algo até a cozinha abrir.Atendimento ótimo, comida excelente, cardápio bem elaborado.Recomendo"
4539,40,"Lugar agradável e aconchegante. Um pouco corrido e demorado na entrega dos pedidos nos finais de semana, apesar de já passado das 22h. Durante a semana, excepcional. Recomendo a todos de Toledo e região."
4540,40,"Restaurante aconchegante , comida muito boa , lugar p casais , mais oferecem um menu kids , meu filho adora jantar lá , apesar de não ser um local ideal p criança . Comida saborosa , excelente apresentação , só demora um pouco p servir , não pode ir com pressa . "
4541,40,"Do pedido até que os pratos sejam servidos demora um pouco, mas a comida é muito boa! Muito agradável."
4542,50,"Havia reservado uma mesa específica, ao chegar a reserva estava ok, porém em outra mesa. O jantar estava muito bem preparado, achei a cozinha excelente. Os atendentes não sabiam responder as perguntas sobre os pratos, mas foram solícitos em ir perguntar ao chef. Como estávamos comemorando aniversário, a casa nos presenteou com uma sobremesa, achei muito gentil! "
4543,40,"Restaurante muito bom de auto padrão no centro da cidade de Toledo. A comida é boa, mas os pratos são um pouco caros."
4544,50,"Ambiente muito bem decorado e aconchegante, atendimento muito bom, comida espetacular! Diversidade no cardápio . Recomendo a todos! Parabéns ao proprietário"
4545,40,"Todos gentis e prestativos, o lugar é bonito e acolhedor. A comida e excelente. O custo benefício é de categoria média. Duas coisas que dificultam é ligar reservando e veja na maioria das vezes fechado, ai não se sabe ao certo o horário de funcionamento. O estacionamento e em frente e na rua. Eu recomendo!!! "
4546,50,"Eu, particularmente gosto muito! Melhor ainda, se você não for de final de semana, quando normalmente está lotado. Se não gosta de esperar, uma dica!! O atendimento como a comida, são perfeitas!!"
4547,50,"ambiente super aconchegante, bom gosto em todos os detalhes, pratos bem elaborados, bom atendimento e sem extrapolar nos preços"
4548,50,"Tudo perfeito. Fiz reserva e adquirimos uma excelente mesa. Menu variado e boa carta de vinhos, bons espumantes, drinks e cervejas. A comida estava divina...nos padrões internacionais e não demorou. O lugar é aconchegante e lindo. O atendimento impecável. Certamente vale a visita."
4549,50,"Estive em Toledo a trabalho há algumas semanas. Na página do tripadvisor colhi a sugestão de ir ao Polaroid para jantar. Fiquei surpreso ao encontrar em Toledo um restaurante de comida tão refinada e saborosa. Sinto morar tão longe. Caso contrário, certamente seria um fiel frequentador."
4550,30,"O local é bonito, ambiente de bom gosto, o atendimento foi correto, garçons educados, porém é um daqueles lugares que você não pode ir se estiver com fome (ou cansado), porque a espera pelos pratos é longa. Embora tenhamos sido os primeiros a pedir, o prato principal só chegou 1:20h depois . Além disso, pessoas com bom apetite podem estranhar as quantidades reduzidas de alguns pratos , ainda mais se considerarmos os preços cobrados por eles, relativamente caros . Em relação à demora, ouvi a mesma reclamação na mesa ao lado da nossa! Por isso, repito, ainda pode ficar melhor!"
4551,40,"O restaurante é bonito, decoração diferente e de bom gosto, pratos bem elaborados, porções razoáveis e preço de acordo com o oferecido, razoavelmente caro. Gosto muito e sempre que vou a Toledo gosto de dar uma passada lá para jantar, mas o ideal é fazer uma reserva, pois costuma lotar nos finais de semana. Destaque para o grand gateau, sobremesa maravilhosa e que vale degustar! "
4552,50,"Local com estrutura confortável, cardápio variado, carta de vinho excelente para a região q deixa a desejar em maioria das vezes. Atendimento bom, e a comida cumpriu com o esperado. Lindas e deliciosas sobremesa."
4553,50,"Melhor restaurante da cidade. Se procura um restaurante estilo ""Bistrô"" essa é a opção. Atende as perspectivas. Cardápio variado e preço acessível. Recomendo."
4554,50,"Adorei o Bistrô!! Um cardápio bem variado, a carta de vinhos tem bons rótulos e com custo benefício muito bom, o ambiente é muito acolhedor e a comida é muito saborosa!! Recomendo muito!! Gostaria de deixar uma sugestão para que as porçoes dos pratos fossem um pouco maiores...as vezes não nos importamos de pagar mais caro num prato mas gostamos de fartura!! hehe principalmente descendentes de italianos!!"
4555,50,"O Bistrô e nosso vizinho, moramos em frente ao restaurante, o que facilita a escolha. Podemos jantar e beber sem problemas, mas o que nos leva a ele principalmente e o ambiente agradável e o sabor da comida. O cardápio e bem variado e agora os pratos estão um pouco mais servidos, uma de minhas queixas anteriores. Nessa visita o servil também foi mais ágil sem que com isso pendesse em sabor.Vale muito a pena conferir e prestigiar."
4556,50,"Local calmo. Aceita reservas. Boa bebida boa comida, além de deliciosas sobremesas. Bem localizado, próximo à praça da cultura. "
4557,20,"A comida é muito boa, a carta de vinhos atraente, sobremesas muito convidativas, ou seja, possui qualidade no que vende, porém o atendimento deixa a desejar: garçons desatentos, muitas vezes demonstrando despreparo, mas o pior é tempo de espera extremamente longo. Recomendo o restaurante aos que quiserem conhecer, porém exercite a paciência e não vá com muita fome."
4558,50,"Tudo perfeito. Fiz reserva e adquirimos uma excelente mesa. Menu variado e boa carta de vinhos, bons espumantes, drinks e cervejas. A comida estava divina...nos padrões internacionais e não demorou. O lugar é aconchegante e lindo. O atendimento impecável. Certamente vale a visita."
4559,50,"Estive em Toledo a trabalho há algumas semanas. Na página do tripadvisor colhi a sugestão de ir ao Polaroid para jantar. Fiquei surpreso ao encontrar em Toledo um restaurante de comida tão refinada e saborosa. Sinto morar tão longe. Caso contrário, certamente seria um fiel frequentador."
4560,30,"O local é bonito, ambiente de bom gosto, o atendimento foi correto, garçons educados, porém é um daqueles lugares que você não pode ir se estiver com fome (ou cansado), porque a espera pelos pratos é longa. Embora tenhamos sido os primeiros a pedir, o prato principal só chegou 1:20h depois . Além disso, pessoas com bom apetite podem estranhar as quantidades reduzidas de alguns pratos , ainda mais se considerarmos os preços cobrados por eles, relativamente caros . Em relação à demora, ouvi a mesma reclamação na mesa ao lado da nossa! Por isso, repito, ainda pode ficar melhor!"
4561,40,"O restaurante é bonito, decoração diferente e de bom gosto, pratos bem elaborados, porções razoáveis e preço de acordo com o oferecido, razoavelmente caro. Gosto muito e sempre que vou a Toledo gosto de dar uma passada lá para jantar, mas o ideal é fazer uma reserva, pois costuma lotar nos finais de semana. Destaque para o grand gateau, sobremesa maravilhosa e que vale degustar! "
4562,50,"Local com estrutura confortável, cardápio variado, carta de vinho excelente para a região q deixa a desejar em maioria das vezes. Atendimento bom, e a comida cumpriu com o esperado. Lindas e deliciosas sobremesa."
4563,50,"Melhor restaurante da cidade. Se procura um restaurante estilo ""Bistrô"" essa é a opção. Atende as perspectivas. Cardápio variado e preço acessível. Recomendo."
4564,50,"Adorei o Bistrô!! Um cardápio bem variado, a carta de vinhos tem bons rótulos e com custo benefício muito bom, o ambiente é muito acolhedor e a comida é muito saborosa!! Recomendo muito!! Gostaria de deixar uma sugestão para que as porçoes dos pratos fossem um pouco maiores...as vezes não nos importamos de pagar mais caro num prato mas gostamos de fartura!! hehe principalmente descendentes de italianos!!"
4565,50,"O Bistrô e nosso vizinho, moramos em frente ao restaurante, o que facilita a escolha. Podemos jantar e beber sem problemas, mas o que nos leva a ele principalmente e o ambiente agradável e o sabor da comida. O cardápio e bem variado e agora os pratos estão um pouco mais servidos, uma de minhas queixas anteriores. Nessa visita o servil também foi mais ágil sem que com isso pendesse em sabor.Vale muito a pena conferir e prestigiar."
4566,50,"Local calmo. Aceita reservas. Boa bebida boa comida, além de deliciosas sobremesas. Bem localizado, próximo à praça da cultura. "
4567,20,"A comida é muito boa, a carta de vinhos atraente, sobremesas muito convidativas, ou seja, possui qualidade no que vende, porém o atendimento deixa a desejar: garçons desatentos, muitas vezes demonstrando despreparo, mas o pior é tempo de espera extremamente longo. Recomendo o restaurante aos que quiserem conhecer, porém exercite a paciência e não vá com muita fome."
4568,40,"Menu bem diversificado, vários pratos da cozinha internacional, carnes muito bem feitas e saborosas, local agradável e bem romântico!"
4569,10,"Depois de avaliação do local há aproximadamente 1 ano e meio, venho deixar minha opinião atual. Muito decepcionado, pois nas últimas três vezes que fomos lá tivemos problemas. Na 1 vez foi com meu prato, que veio 1 hora após os outros de minha mesa. Na segunda situação em que tivemos problemas, e penúltima vez que fomos ao local, minha esposa ficou sem o prato após 02:30 hs de espera, tendo que ""lanchar"" em casa. A última e derradeira situação, foi no dia 12/03/16, em que ligamos para agendar e nos foi reservado a mesa às 20:00, mas que teríamos que desocupar às 23hs (o que já seria indelicado). Mas resolvemos ir, pois não temos outra opção na cidade. Entretanto, para surpresa nossa, às 22:30 fomos convidados a deixar a mesa, pois já teria outra espera no local (sendo que haviam várias, não uma, mas várias mesas disponíveis). Uma pena, comida muito boa, mas total amadorismo, indelicados ..."
4570,50,"Lugar otimo para pedir carnes e pastas, sempre usam ingredientes especiais que fazem o sabor ser único. Um cardápio bem variado."
4571,40,"Gostamos muito...só não dou nota máxima pois quero voltar novamente...pois algumas reclamações descritas pelos demais fazem sentido...Como o choop. ..realmente não tinha...mas pra mim isso não é significante pois adoro cervejas....o pratos estavam excelentes..pedi bem passado pois segundo amigos a carne ao ponto deles e bem vermelha por dentro...Os drinks que pedi tbm estavam perfeitos decoração aconchegante e o atendimento que recebemos foi perfeito. Evidente que não é um restaurante barato mas o preço é adequado a sofisticação ofertada. Faça reserva, eles respondem rápido tbm pelas redes sociais."
4572,40,"Decoração interessante e alimentação muito boa. Fomos muito bem atendidos, pena que algum problema elétrico fez com que não pudéssemos provar o chopp ""do dia""."
4573,40,"A comida é sempre gostosa, com pratos e sobremesas bem caprichados e diferentes.O ambiente é muito agradável, principalmente a parte externa. Parabéns ao arquiteto.O único porém é a carta de vinhos, na qual apenas achei vinhos muito caros."
4574,50,Comida maravilhosa! Ambiente perfeito! Porém o que deixa a desejar é a demora em chegar o pedido. Serviço de garçom ótimo!
4575,20,"Fui 3 vezes no lugar. Nas duas primeiras o atendimento foi ruim. Embora o lugar seja pequeno, devem ter 2 ou 3 garçons para atender todos os cômodos da casa, o que é insuficiente. Nos dias de semana, o número de garçons é menor, e consequentemente o atendimento é pior. Embora este detalhe, a comida estava boa. A carta de cervejas é variada, entretanto, na prática, eles não dispõem da maior parte das cervejas descritas. O Chopp só consegui tomar na primeira vez que fui, nas outras duas não tinha. Esses fatores seriam suficientes para não voltar mais, mas resolvi dar a terceira chance ao estabelecimento, acreditando que eu tinha ""dado azar"". Na terceira vez que fui, levei dois convidados, e passei vergonha. Fui em um dia da semana, restaurante vazio, com apenas mais 2 mesas além da minha. Novamente o atendimento foi demorado, as bebidas demoraram a chegar (não tinha chopp e as cervejas diferenciadas), então resolvemos pedir vinho. Fizemos o pedido das entradas junto com o dos pratos, pois os convidados estavam com fome. As entradas vieram, mas os pratos.... Ficamos por cerca de 2 horas sentados, sem que um garçom viesse até a nossa mesa (não é exagero). Quando então, me levantei e fui falar com o garçom sobre a demora, ele me disse que os pratos já estavam saindo. Depois veio até a mesa e disse que o ""sistema"" tinha apagado os pedidos e que os pratos não haviam sido pedidos. Então, após 2 horas, se deram conta que a única mesa com clientes que estava no restaurante ainda não havia jantado. Pedimos para cancelar os pedido dos pratos e insistiram que havia sido um problema do ""sistema"" como se isso fosse justificar o péssimo atendimento e a experiência que nos proporcionaram. Não cobraram pela bebida e as entradas consumidas como pedido de desculpas, o que no meu ver, é o mínimo para uma situação constrangedora como esta. O restaurante não era a minha primeira opção de lugar para comer em Toledo, em vista as duas primeiras experiências que tive, mas após esta última, não volto mais e não recomendo a ninguém. "
